Empty first line.
4, 23:39:38.786
2, 23:39:39.297
2, 23:39:39.818
4, 23:39:40.272
4, 23:42:36.653
2, 23:42:37.163
2, 23:42:37.683
4, 23:42:38.139
4, 23:53:12.953
2, 23:53:13.462
2, 23:53:13.983
4, 23:53:14.439
4, 00:01:32.010
2, 00:01:32.519
2, 00:01:33.039
4, 00:01:33.496
4, 00:12:56.474
2, 00:12:56.986
2, 00:12:57.507
4, 00:12:57.960
4, 00:17:56.690
2, 00:17:57.199
2, 00:17:57.720
4, 00:17:58.176
4, 00:36:40.799
2, 00:36:41.309
2, 00:36:41.930
4, 00:36:42.286
1, 00:36:42.449
4, 00:36:46.097
0, 00:36:46.641
0, 00:36:47.216
0, 00:36:48.098
2, 00:36:48.317
4, 00:53:42.269
2, 00:53:42.778
2, 00:53:43.398
4, 00:53:43.755
1, 00:53:43.916
4, 00:53:47.566
0, 00:53:48.107
0, 00:53:48.683
0, 00:53:49.565
2, 00:53:49.786
4, 00:56:51.560
2, 00:56:52.072
2, 00:56:52.692
4, 00:56:53.046
1, 00:56:53.212
4, 00:56:56.855
0, 00:56:57.402
0, 00:56:57.977
0, 00:56:58.858
2, 00:56:59.078
4, 01:04:13.031
2, 01:04:13.542
2, 01:04:14.162
4, 01:04:14.517
1, 01:04:14.680
4, 01:04:18.327
0, 01:04:18.869
0, 01:04:19.445
0, 01:04:20.326
2, 01:04:20.549
4, 01:05:59.599
2, 01:06:00.107
2, 01:06:00.728
4, 01:06:01.085
1, 01:06:01.249
4, 01:06:04.895
0, 01:06:05.437
0, 01:06:06.013
0, 01:06:06.894
2, 01:06:07.114
4, 01:07:12.867
2, 01:07:13.374
2, 01:07:13.994
4, 01:07:14.353
1, 01:07:14.517
4, 01:07:18.162
0, 01:07:18.708
0, 01:07:19.283
0, 01:07:20.164
2, 01:07:20.881
4, 01:09:14.610
2, 01:09:15.116
2, 01:09:15.737
4, 01:09:16.097
1, 01:09:16.258
4, 01:09:19.907
0, 01:09:20.446
0, 01:09:21.022
0, 01:09:21.903
2, 01:09:22.124
4, 01:33:52.179
2, 01:33:52.685
