Empty first line.
2, 23:39:40.629
2, 23:39:41.029
4, 23:39:41.175
4, 23:39:41.499
2, 23:39:42.847
2, 23:42:38.494
2, 23:42:38.894
4, 23:42:39.043
4, 23:42:39.366
2, 23:42:40.711
2, 23:53:14.794
2, 23:53:15.194
4, 23:53:15.343
4, 23:53:15.666
2, 23:53:17.012
2, 00:01:33.850
2, 00:01:34.250
4, 00:01:34.400
4, 00:01:34.723
2, 00:01:36.069
2, 00:12:58.317
2, 00:12:58.718
4, 00:12:58.864
4, 00:12:59.187
2, 00:13:00.536
2, 00:17:58.530
2, 00:17:58.931
4, 00:17:59.079
4, 00:17:59.403
2, 00:18:00.748
3, 00:36:41.390
3, 00:36:41.950
1, 00:36:42.056
2, 00:36:42.741
2, 00:36:43.141
4, 00:36:43.191
4, 00:36:43.515
3, 00:36:43.798
2, 00:36:44.958
1, 00:36:46.277
1, 00:36:46.866
1, 00:36:47.557
2, 00:36:47.758
3, 00:36:47.819
4, 00:36:48.144
4, 00:36:48.731
2, 00:36:48.790
4, 00:36:49.134
0, 00:36:49.470
3, 00:53:42.857
3, 00:53:43.418
1, 00:53:43.522
2, 00:53:44.209
2, 00:53:44.610
4, 00:53:44.659
4, 00:53:44.983
3, 00:53:45.265
2, 00:53:46.427
1, 00:53:47.743
1, 00:53:48.332
1, 00:53:49.023
2, 00:53:49.226
3, 00:53:49.287
4, 00:53:49.613
4, 00:53:50.201
2, 00:53:50.260
4, 00:53:50.604
0, 00:53:50.937
3, 00:56:52.151
3, 00:56:52.712
1, 00:56:52.818
2, 00:56:53.503
2, 00:56:53.903
4, 00:56:53.949
4, 00:56:54.273
3, 00:56:54.559
2, 00:56:55.720
1, 00:56:57.039
1, 00:56:57.628
1, 00:56:58.319
2, 00:56:58.519
3, 00:56:58.580
4, 00:56:58.903
4, 00:56:59.490
2, 00:56:59.552
4, 00:56:59.893
0, 00:57:00.231
3, 01:04:13.618
3, 01:04:14.179
1, 01:04:14.286
2, 01:04:14.973
2, 01:04:15.373
4, 01:04:15.421
4, 01:04:15.744
3, 01:04:16.027
2, 01:04:17.190
1, 01:04:18.507
1, 01:04:19.096
1, 01:04:19.786
2, 01:04:19.989
3, 01:04:20.049
4, 01:04:20.374
4, 01:04:20.962
2, 01:04:21.022
4, 01:04:21.365
0, 01:04:21.699
3, 01:06:00.187
3, 01:06:00.748
1, 01:06:00.854
2, 01:06:01.538
2, 01:06:01.939
4, 01:06:01.989
4, 01:06:02.312
3, 01:06:02.596
2, 01:06:03.756
1, 01:06:05.075
1, 01:06:05.664
1, 01:06:06.355
2, 01:06:06.555
3, 01:06:06.617
4, 01:06:06.942
4, 01:06:07.529
2, 01:06:07.588
4, 01:06:07.933
0, 01:06:08.266
3, 01:07:13.456
3, 01:07:14.017
1, 01:07:14.123
2, 01:07:14.805
2, 01:07:15.205
4, 01:07:15.256
4, 01:07:15.580
3, 01:07:15.865
2, 01:07:17.023
1, 01:07:18.344
1, 01:07:18.934
1, 01:07:19.624
2, 01:07:19.822
3, 01:07:19.887
4, 01:07:20.209
4, 01:07:21.197
2, 01:07:21.355
0, 01:07:21.537
4, 01:07:21.600
3, 01:09:15.199
3, 01:09:15.760
1, 01:09:15.864
2, 01:09:16.549
2, 01:09:16.949
4, 01:09:17.000
4, 01:09:17.324
3, 01:09:17.608
2, 01:09:18.766
1, 01:09:20.084
1, 01:09:20.674
1, 01:09:21.364
2, 01:09:21.565
3, 01:09:21.630
4, 01:09:21.954
4, 01:09:22.542
2, 01:09:22.598
4, 01:09:22.945
0, 01:09:23.276
3, 01:33:52.766
3, 01:33:53.327
1, 01:33:53.433
2, 01:33:54.116
2, 01:33:54.516
4, 01:33:54.569
4, 01:33:54.892
3, 01:33:55.175
2, 01:33:56.333
1, 01:33:57.653
1, 01:33:58.242
1, 01:33:58.932
2, 01:33:59.132
3, 01:33:59.197
4, 01:33:59.522
4, 01:34:00.110
2, 01:34:00.165
4, 01:34:00.513
0, 01:34:00.849
3, 01:35:33.016
3, 01:35:33.576
1, 01:35:33.678
2, 01:35:34.364
2, 01:35:34.764
4, 01:35:34.813
4, 01:35:35.137
3, 01:35:35.426
2, 01:35:36.581
1, 01:35:37.898
1, 01:35:38.488
1, 01:35:39.178
2, 01:35:39.380
2, 01:35:40.413
3, 01:37:33.245
3, 01:37:33.806
1, 01:37:33.908
2, 01:37:34.592
2, 01:37:34.992
4, 01:37:35.046
4, 01:37:35.370
3, 01:37:35.654
2, 01:37:36.810
1, 01:37:38.128
1, 01:37:38.718
1, 01:37:39.408
2, 01:37:39.609
3, 01:37:39.676
4, 01:37:39.999
4, 01:37:40.587
2, 01:37:40.642
4, 01:37:40.990
0, 01:37:41.319
3, 01:46:29.453
3, 01:46:30.013
1, 01:46:30.120
2, 01:46:30.802
2, 01:46:31.202
4, 01:46:31.254
4, 01:46:31.577
3, 01:46:31.861
2, 01:46:33.019
1, 01:46:34.341
1, 01:46:34.930
1, 01:46:35.621
2, 01:46:35.818
3, 01:46:35.883
4, 01:46:36.207
4, 01:46:36.795
2, 01:46:36.851
4, 01:46:37.198
0, 01:46:37.536
3, 01:47:54.130
3, 01:47:54.691
1, 01:47:54.794
2, 01:47:55.480
2, 01:47:55.880
4, 01:47:55.928
4, 01:47:56.251
3, 01:47:56.537
2, 01:47:57.697
1, 01:47:59.014
1, 01:47:59.604
1, 01:48:00.294
2, 01:48:00.495
3, 01:48:00.560
4, 01:48:00.881
4, 01:48:01.468
2, 01:48:01.528
4, 01:48:01.871
0, 01:48:02.208
3, 01:54:29.794
3, 01:54:30.355
1, 01:54:30.458
2, 01:54:31.145
2, 01:54:31.545
4, 01:54:31.593
4, 01:54:31.917
3, 01:54:32.202
2, 01:54:33.362
1, 01:54:34.679
1, 01:54:35.268
1, 01:54:35.958
2, 01:54:36.160
3, 01:54:36.224
4, 01:54:36.546
4, 01:54:37.133
2, 01:54:37.193
4, 01:54:37.536
