Empty first line.
2, 23:39:38.807
2, 23:42:36.672
2, 23:53:12.972
2, 00:01:32.028
2, 00:12:56.496
2, 00:17:56.709
2, 00:36:40.819
0, 00:36:41.267
3, 00:36:42.334
0, 00:36:42.512
3, 00:36:43.304
1, 00:36:44.251
0, 00:36:44.432
1, 00:36:45.798
2, 00:36:46.416
3, 00:36:46.568
3, 00:36:48.857
1, 00:36:49.365
2, 00:53:42.287
0, 00:53:42.732
3, 00:53:43.801
0, 00:53:43.979
3, 00:53:44.771
1, 00:53:45.717
0, 00:53:45.899
1, 00:53:47.264
2, 00:53:47.886
3, 00:53:48.035
3, 00:53:50.324
1, 00:53:50.832
2, 00:56:51.581
0, 00:56:52.029
3, 00:56:53.095
0, 00:56:53.274
3, 00:56:54.065
1, 00:56:55.013
0, 00:56:55.194
1, 00:56:56.560
2, 00:56:57.178
3, 00:56:57.329
3, 00:56:59.618
1, 00:57:00.128
2, 01:04:13.050
0, 01:04:13.495
3, 01:04:14.562
0, 01:04:14.740
3, 01:04:15.533
1, 01:04:16.481
0, 01:04:16.661
1, 01:04:18.028
2, 01:04:18.649
3, 01:04:18.797
3, 01:04:21.087
1, 01:04:21.595
2, 01:05:59.616
0, 01:06:00.063
3, 01:06:01.131
0, 01:06:01.309
3, 01:06:02.102
1, 01:06:03.049
0, 01:06:03.229
1, 01:06:04.596
2, 01:06:05.214
3, 01:06:05.366
3, 01:06:07.654
1, 01:06:08.163
2, 01:07:12.883
0, 01:07:13.331
3, 01:07:14.401
0, 01:07:14.577
3, 01:07:15.371
1, 01:07:16.318
0, 01:07:16.500
1, 01:07:17.865
2, 01:07:18.481
3, 01:07:18.635
3, 01:07:21.425
1, 01:07:21.433
2, 01:09:14.626
0, 01:09:15.072
3, 01:09:16.143
0, 01:09:16.318
3, 01:09:17.114
1, 01:09:18.059
0, 01:09:18.238
1, 01:09:19.606
2, 01:09:20.224
3, 01:09:20.378
3, 01:09:22.667
1, 01:09:23.173
2, 01:33:52.194
0, 01:33:52.645
3, 01:33:53.711
0, 01:33:53.891
3, 01:33:54.681
1, 01:33:55.627
0, 01:33:55.811
1, 01:33:57.174
2, 01:33:57.792
3, 01:33:57.945
3, 01:34:00.235
1, 01:34:00.741
2, 01:35:32.441
0, 01:35:32.886
3, 01:35:33.961
0, 01:35:34.132
3, 01:35:34.932
1, 01:35:35.873
0, 01:35:36.052
1, 01:35:37.420
2, 01:35:38.039
3, 01:35:38.197
1, 01:35:40.988
2, 01:37:32.670
0, 01:37:33.115
3, 01:37:34.190
0, 01:37:34.361
3, 01:37:35.160
1, 01:37:36.103
0, 01:37:36.281
1, 01:37:37.650
2, 01:37:38.268
3, 01:37:38.424
3, 01:37:40.714
1, 01:37:41.217
2, 01:46:28.880
0, 01:46:29.329
3, 01:46:30.397
0, 01:46:30.575
3, 01:46:31.368
1, 01:46:32.315
0, 01:46:32.495
1, 01:46:33.862
2, 01:46:34.477
3, 01:46:34.631
3, 01:46:36.921
1, 01:46:37.430
2, 01:47:53.559
0, 01:47:54.007
3, 01:47:55.074
0, 01:47:55.252
3, 01:47:56.044
1, 01:47:56.989
0, 01:47:57.171
1, 01:47:58.536
2, 01:47:59.155
3, 01:47:59.307
3, 01:48:01.597
1, 01:48:02.103
2, 01:54:29.224
0, 01:54:29.669
3, 01:54:30.738
0, 01:54:30.914
3, 01:54:31.708
1, 01:54:32.653
0, 01:54:32.834
1, 01:54:34.200
2, 01:54:34.820
3, 01:54:34.972
3, 01:54:37.261
1, 01:54:37.767
2, 01:58:13.695
0, 01:58:14.141
3, 01:58:15.210
0, 01:58:15.386
3, 01:58:16.180
1, 01:58:17.126
0, 01:58:17.305
1, 01:58:18.673
2, 01:58:19.292
3, 01:58:19.444
3, 01:58:21.733
1, 01:58:22.239
2, 01:58:44.938
0, 01:58:45.385
3, 01:58:46.456
0, 01:58:46.630
3, 01:58:47.426
1, 01:58:48.371
0, 01:58:48.549
1, 01:58:49.918
2, 01:58:50.535
3, 01:58:50.690
3, 01:58:52.979
